    i,  t(s),    U(V),    I(A), Tself, Tprob
    0,     5, 12.2558,  0.0000,  21.3, 808.3
    1,     5, 12.2558,  0.0000,  21.3, 808.3
    2,     6, 12.2558,  0.0000,  21.3, 808.3
    3,     6, 12.2559,  0.0000,  21.3, 808.3
    4,     6, 12.2559,  0.0000,  21.3, 808.3
    5,     7, 12.2559,  0.0000,  21.3, 808.3
    6,     7, 12.2559,  0.0000,  21.3, 808.3
    7,     7, 12.2560,  0.0000,  21.3, 808.3
    8,     8, 12.2559,  0.0000,  21.3, 808.3
    9,     8, 12.2558,  0.0000,  21.3, 808.3
   10,     8, 12.2559,  0.0000,  21.3, 808.3
   11,     9, 12.2558,  0.0000,  21.3, 808.3
   12,     9, 12.2558,  0.0000,  21.3, 808.3
   13,     9, 12.2559,  0.0000,  21.3, 808.3
   14,    10, 12.2558,  0.0000,  21.4, 808.4
   15,    10, 12.2559,  0.0000,  21.4, 808.4
   16,    10, 12.2559,  0.0000,  21.4, 808.4
   17,    11, 12.2559,  0.0000,  21.4, 808.4
   18,    11, 12.2519,  0.0136,  21.4, 808.4
   19,    11, 12.2529,  0.0098,  21.4, 808.4
   20,    12, 12.2506,  0.0175,  21.4, 808.4
   21,    12, 12.2504,  0.0178,  21.4, 808.4
   22,    12, 12.2504,  0.0178,  21.4, 808.4
   23,    13, 12.2504,  0.0179,  21.4, 808.4
   24,    13, 12.2505,  0.0173,  21.4, 808.4
   25,    13, 12.2508,  0.0164,  21.4, 808.4
   26,    14, 12.2505,  0.0174,  21.5, 808.5
   27,    14, 12.2505,  0.0177,  21.5, 808.5
   28,    14, 12.2503,  0.0177,  21.5, 808.5
   29,    15, 12.2503,  0.0177,  21.5, 808.5
   30,    15, 12.2504,  0.0177,  21.5, 808.5
   31,    15, 12.2504,  0.0177,  21.5, 808.5
   32,    16, 12.2505,  0.0173,  21.5, 808.5
   33,    16, 12.2509,  0.0163,  21.5, 808.5
   34,    16, 12.2506,  0.0173,  21.5, 808.5
   35,    17, 12.2506,  0.0177,  21.5, 808.5
   36,    17, 12.2503,  0.0178,  21.5, 808.5
   37,    17, 12.2504,  0.0176,  21.5, 808.5
   38,    18, 12.2504,  0.0177,  21.5, 808.5
   39,    18, 12.2503,  0.0177,  21.5, 808.5
   40,    18, 12.2505,  0.0174,  21.5, 808.5
   41,    19, 12.2509,  0.0163,  21.5, 808.5
   42,    19, 12.2506,  0.0173,  21.5, 808.5
   43,    19, 12.2505,  0.0176,  21.5, 808.5
   44,    20, 12.2505,  0.0177,  21.5, 808.5
   45,    20, 12.2504,  0.0176,  21.5, 808.5
   46,    20, 12.2505,  0.0176,  21.5, 808.5
   47,    21, 12.2504,  0.0177,  21.6, 808.6
   48,    21, 12.2505,  0.0174,  21.6, 808.6
   49,    21, 12.2509,  0.0162,  21.6, 808.6
   50,    22, 12.2507,  0.0172,  21.6, 808.6
   51,    22, 12.2505,  0.0176,  21.6, 808.6
   52,    22, 11.8438,  1.3363,  21.6, 808.6
   53,    23, 11.8391,  1.3573,  21.6, 808.6
   54,    23, 11.8391,  1.3464,  21.6, 808.6
   55,    23, 11.8427,  1.3455,  21.6, 808.6
