    i,  t(s),    U(V),   I(mA), Tself, Tprob
  494,   613,  0.0673, -0.0009,  20.5,  53.5
  495,   613,  0.0644, -0.0009,  20.5,  52.1
  496,   613,  0.0619, -0.0009,  20.5,  50.9
  497,   614,  0.0600, -0.0009,  20.5,  50.0
  498,   614,  0.0582, -0.0009,  20.5,  49.1
  499,   614,  0.0565, -0.0009,  20.5,  48.2
  500,   615,  0.0548, -0.0009,  20.5,  47.4
  501,   615,  0.0529, -0.0009,  20.5,  46.5
  502,   615,  0.0515, -0.0009,  20.5,  45.8
  503,   616,  0.0500, -0.0009,  20.5,  45.1
  504,   616,  0.0483, -0.0012,  20.5,  44.3
  505,   616,  0.0468, -0.0014,  20.5,  43.5
  506,   617,  0.0455, -0.0014,  20.5,  42.9
  507,   617,  0.0445, -0.0014,  20.5,  42.4
  508,   617,  0.0437, -0.0012,  20.5,  42.0
  509,   618,  0.0420, -0.0009,  20.5,  41.2
  510,   618,  0.0393, -0.0009,  20.5,  39.9
  511,   618,  0.0369, -0.0009,  20.5,  38.7
  512,   619,  0.0351, -0.0009,  20.6,  37.9
  513,   619,  0.0335, -0.0012,  20.6,  37.1
  514,   619,  0.0317, -0.0012,  20.6,  36.3
  515,   620,  0.0304, -0.0012,  20.5,  35.5
  516,   620,  0.0295, -0.0012,  20.5,  35.1
  517,   620,  0.0287, -0.0009,  20.5,  34.7
  518,   621,  0.0280, -0.0009,  20.6,  34.4
  519,   621,  0.0273, -0.0009,  20.6,  34.1
  520,   621,  0.0267, -0.0012,  20.6,  33.8
  521,   622,  0.0263, -0.0012,  20.6,  33.6
  522,   622,  0.0257, -0.0012,  20.6,  33.3
  523,   622,  0.0252, -0.0012,  20.6,  33.1
  524,   623,  0.0247, -0.0009,  20.6,  32.8
  525,   623,  0.0242, -0.0009,  20.6,  32.6
  526,   623,  0.0237, -0.0012,  20.6,  32.3
  527,   624,  0.0232, -0.0014,  20.6,  32.1
  528,   624,  0.0222, -0.0014,  20.6,  31.6
  529,   624,  0.0214, -0.0014,  20.6,  31.2
  530,   625,  0.0206, -0.0012,  20.6,  30.8
  531,   625,  0.0197, -0.0012,  20.6,  30.4
  532,   625,  0.0190, -0.0012,  20.6,  30.0
  533,   626,  0.0182, -0.0012,  20.6,  29.6
  534,   626,  0.0175, -0.0012,  20.6,  29.3
  535,   626,  0.0168, -0.0009,  20.6,  28.9
  536,   627,  0.0162, -0.0009,  20.5,  28.5
  537,   627,  0.0156, -0.0009,  20.5,  28.2
  538,   627,  0.0152, -0.0009,  20.5,  28.0
  539,   628,  0.0147, -0.0009,  20.5,  27.8
  540,   628,  0.0142, -0.0012,  20.5,  27.6
  541,   628,  0.0137, -0.0012,  20.5,  27.3
  542,   629,  0.0131, -0.0012,  20.5,  27.0
  543,   629,  0.0128, -0.0012,  20.5,  26.8
  544,   629,  0.0126, -0.0009,  20.5,  26.8
  545,   630,  0.0124, -0.0009,  20.5,  26.7
  546,   630,  0.0121, -0.0009,  20.5,  26.5
  547,   630,  0.0121, -0.0009,  20.5,  26.5
  548,   631,  0.0120, -0.0009,  20.5,  26.5
  549,   631,  0.0117, -0.0012,  20.5,  26.3
  550,   631,  0.0115, -0.0012,  20.5,  26.2
  551,   632,  0.0112, -0.0014,  20.5,  26.1
  552,   632,  0.0109, -0.0014,  20.5,  25.9
  553,   632,  0.0106, -0.0014,  20.5,  25.8
  554,   633,  0.0103, -0.0016,  20.5,  25.6
  555,   633,  0.0103, -0.0014,  20.5,  25.6
  556,   633,  0.0111, -0.0016,  20.5,  26.0
  557,   634,  0.0119, -0.0014,  20.5,  26.4
  558,   634,  0.0519, -0.0012,  20.5,  46.0
  559,   634,  0.2889, -0.0014,  20.5, 159.4
  560,   635,  0.4496, -0.0014,  20.5, 238.4
  561,   635,  0.5078, -0.0014,  20.5, 266.8
  562,   635,  0.5319, -0.0014,  20.5, 278.4
  563,   636,  0.5135, -0.0012,  20.6, 269.7
  564,   636,  0.5405, -0.0009,  20.6, 282.7
  565,   636,  0.5437, -0.0009,  20.6, 284.2
  566,   637,  0.5585, -0.0009,  20.6, 291.3
  567,   637,  0.5707, -0.0012,  20.6, 297.1
  568,   637,  0.5671, -0.0012,  20.6, 295.4
  569,   638,  0.5656, -0.0012,  20.6, 294.7
  570,   638,  0.5664, -0.0012,  20.6, 295.1
  571,   638,  0.5625, -0.0012,  20.6, 293.3
  572,   639,  0.5589, -0.0012,  20.6, 291.5
  573,   639,  0.5584, -0.0014,  20.6, 291.3
  574,   639,  0.5708, -0.0014,  20.6, 297.2
  575,   640,  0.5772, -0.0014,  20.6, 300.3
  576,   640,  0.5749, -0.0014,  20.6, 299.2
  577,   640,  0.5716, -0.0012,  20.6, 297.6
  578,   641,  0.5693, -0.0012,  20.6, 296.5
  579,   641,  0.5675, -0.0009,  20.6, 295.6
  580,   641,  0.5669, -0.0009,  20.6, 295.4
  581,   642,  0.5678, -0.0009,  20.5, 295.7
  582,   642,  0.5704, -0.0012,  20.5, 296.9
  583,   642,  0.5722, -0.0012,  20.5, 297.8
  584,   643,  0.5722, -0.0012,  20.5, 297.8
  585,   643,  0.5720, -0.0012,  20.5, 297.7
  586,   643,  0.5721, -0.0009,  20.5, 297.7
  587,   644,  0.5731, -0.0009,  20.6, 298.3
  588,   644,  0.5737, -0.0012,  20.6, 298.6
  589,   644,  0.5771, -0.0012,  20.6, 300.2
  590,   645,  0.5791, -0.0012,  20.5, 301.1
  591,   645,  0.5782, -0.0012,  20.5, 300.6
  592,   645,  0.5772, -0.0009,  20.5, 300.2
  593,   646,  0.5784, -0.0009,  20.5, 300.7
  594,   646,  0.5791, -0.0009,  20.5, 301.1
  595,   646,  0.5801, -0.0012,  20.5, 301.6
  596,   647,  0.5800, -0.0012,  20.5, 301.5
  597,   647,  0.5805, -0.0014,  20.5, 301.7
  598,   647,  0.5807, -0.0014,  20.5, 301.8
  599,   648,  0.5806, -0.0012,  20.5, 301.8
  600,   648,  0.5806, -0.0012,  20.5, 301.8
  601,   648,  0.5806, -0.0012,  20.5, 301.8
  602,   649,  0.5814, -0.0014,  20.5, 302.2
  603,   649,  0.5812, -0.0016,  20.5, 302.1
  604,   649,  0.5807, -0.0016,  20.5, 301.8
  605,   650,  0.5802, -0.0016,  20.5, 301.6
  606,   650,  0.5799, -0.0014,  20.5, 301.5
  607,   650,  0.5795, -0.0012,  20.5, 301.3
  608,   651,  0.5791, -0.0012,  20.5, 301.1
  609,   651,  0.5787, -0.0009,  20.5, 300.9
  610,   651,  0.5783, -0.0009,  20.5, 300.7
  611,   652,  0.5784, -0.0012,  20.5, 300.7
  612,   652,  0.5782, -0.0014,  20.5, 300.6
  613,   652,  0.5780, -0.0014,  20.5, 300.5
  614,   653,  0.5780, -0.0014,  20.5, 300.5
  615,   653,  0.5780, -0.0014,  20.5, 300.5
  616,   653,  0.5783, -0.0012,  20.5, 300.7
  617,   654,  0.5786, -0.0014,  20.5, 300.8
  618,   654,  0.5791, -0.0014,  20.5, 301.1
  619,   654,  0.5797, -0.0014,  20.5, 301.4
  620,   655,  0.5819, -0.0014,  20.5, 302.4
  621,   655,  0.5825, -0.0012,  20.5, 302.7
  622,   655,  0.5821, -0.0014,  20.5, 302.5
  623,   656,  0.5817, -0.0012,  20.5, 302.3
  624,   656,  0.5826, -0.0012,  20.5, 302.8
  625,   656,  0.5833, -0.0014,  20.5, 303.1
  626,   657,  0.5842, -0.0014,  20.5, 303.5
  627,   657,  0.5847, -0.0016,  20.5, 303.8
  628,   657,  0.5853, -0.0016,  20.5, 304.1
  629,   658,  0.5855, -0.0016,  20.5, 304.2
  630,   658,  0.5863, -0.0016,  20.5, 304.5
  631,   658,  0.5869, -0.0016,  20.5, 304.8
  632,   659,  0.5863, -0.0016,  20.5, 304.5
  633,   659,  0.5554, -0.0014,  20.5, 289.7
  634,   659,  0.4969, -0.0014,  20.5, 261.5
  635,   660,  0.5562, -0.0012,  20.5, 290.1
  636,   660,  0.5809, -0.0014,  20.5, 301.9
  637,   660,  0.5851, -0.0014,  20.5, 304.0
  638,   661,  0.5865, -0.0014,  20.5, 304.6
  639,   661,  0.5866, -0.0014,  20.5, 304.7
  640,   661,  0.5867, -0.0012,  20.5, 304.7
  641,   662,  0.5850, -0.0012,  20.5, 303.9
  642,   662,  0.5846, -0.0012,  20.5, 303.7
  643,   662,  0.5850, -0.0012,  20.5, 303.9
  644,   663,  0.5845, -0.0012,  20.5, 303.7
  645,   663,  0.5837, -0.0014,  20.5, 303.3
  646,   663,  0.5825, -0.0012,  20.5, 302.7
  647,   664,  0.5784, -0.0014,  20.5, 300.7
  648,   664,  0.5709, -0.0016,  20.5, 297.1
  649,   664,  0.5625, -0.0016,  20.5, 293.2
  650,   665,  0.5583, -0.0016,  20.5, 291.1
  651,   665,  0.5567, -0.0016,  20.5, 290.4
  652,   665,  0.5563, -0.0014,  20.5, 290.2
  653,   666,  0.5563, -0.0014,  20.5, 290.2
  654,   666,  0.5564, -0.0016,  20.5, 290.2
  655,   666,  0.5569, -0.0014,  20.5, 290.5
  656,   667,  0.5575, -0.0014,  20.5, 290.7
  657,   667,  0.5583, -0.0012,  20.5, 291.1
  658,   667,  0.5627, -0.0009,  20.5, 293.2
  659,   668,  0.5213, -0.0009,  20.5, 273.3
  660,   668,  0.5468, -0.0012,  20.5, 285.6
  661,   668,  0.5652, -0.0012,  20.5, 294.4
  662,   669,  0.5338, -0.0012,  20.5, 279.4
  663,   669,  0.4791, -0.0014,  20.5, 252.8
  664,   669,  0.4422, -0.0012,  20.5, 234.8
  665,   670,  0.4127, -0.0012,  20.5, 220.2
  666,   670,  0.3873, -0.0012,  20.5, 207.7
  667,   670,  0.3666, -0.0009,  20.5, 197.5
  668,   671,  0.3484, -0.0009,  20.5, 188.5
  669,   671,  0.3304, -0.0009,  20.5, 179.7
  670,   671,  0.3151, -0.0009,  20.5, 172.2
  671,   672,  0.3010, -0.0009,  20.5, 165.3
  672,   672,  0.2874, -0.0012,  20.5, 158.7
  673,   672,  0.2737, -0.0012,  20.5, 152.0
  674,   673,  0.2600, -0.0012,  20.5, 145.4
  675,   673,  0.2468, -0.0012,  20.5, 139.1
  676,   673,  0.2351, -0.0009,  20.5, 133.4
  677,   674,  0.2243, -0.0009,  20.5, 128.3
  678,   674,  0.2138, -0.0009,  20.5, 123.3
  679,   674,  0.2046, -0.0009,  20.5, 118.9
  680,   675,  0.1954, -0.0009,  20.5, 114.5
  681,   675,  0.1866, -0.0012,  20.5, 110.3
  682,   675,  0.1781, -0.0012,  20.5, 106.3
  683,   676,  0.3292, -0.0012,  20.5, 179.1
  684,   676,  0.4839, -0.0012,  20.5, 255.2
  685,   676,  0.5223, -0.0009,  20.5, 273.8
  686,   677,  0.5305, -0.0009,  20.5, 277.7
  687,   677,  0.5276, -0.0012,  20.5, 276.4
  688,   677,  0.5241, -0.0012,  20.5, 274.6
  689,   678,  0.5223, -0.0012,  20.6, 273.9
  690,   678,  0.5222, -0.0012,  20.6, 273.8
  691,   678,  0.5235, -0.0009,  20.6, 274.5
  692,   679,  0.5247, -0.0009,  20.6, 275.1
  693,   679,  0.5264, -0.0012,  20.6, 275.9
  694,   679,  0.5275, -0.0012,  20.6, 276.4
  695,   680,  0.5303, -0.0014,  20.6, 277.7
  696,   680,  0.5329, -0.0016,  20.6, 279.0
  697,   680,  0.5407, -0.0014,  20.6, 282.8
  698,   681,  0.5251, -0.0016,  20.6, 275.3
  699,   681,  0.5182, -0.0014,  20.6, 271.9
  700,   681,  0.5516, -0.0012,  20.6, 288.0
  701,   682,  0.5638, -0.0014,  20.6, 293.9
  702,   682,  0.5651, -0.0012,  20.6, 294.5
  703,   682,  0.5659, -0.0012,  20.6, 294.9
  704,   683,  0.5772, -0.0012,  20.6, 300.3
  705,   683,  0.5806, -0.0012,  20.6, 301.9
  706,   683,  0.5794, -0.0012,  20.6, 301.3
  707,   684,  0.5773, -0.0014,  20.6, 300.3
  708,   684,  0.5757, -0.0014,  20.6, 299.6
  709,   684,  0.5741, -0.0014,  20.6, 298.8
  710,   685,  0.5724, -0.0014,  20.5, 297.9
  711,   685,  0.5708, -0.0012,  20.5, 297.1
  712,   685,  0.5691, -0.0012,  20.5, 296.3
  713,   686,  0.5677, -0.0009,  20.5, 295.6
  714,   686,  0.5663, -0.0009,  20.5, 295.0
  715,   686,  0.5655, -0.0009,  20.5, 294.6
  716,   687,  0.5650, -0.0012,  20.5, 294.3
  717,   687,  0.5648, -0.0012,  20.5, 294.2
  718,   687,  0.5646, -0.0012,  20.5, 294.2
  719,   688,  0.5646, -0.0014,  20.5, 294.2
  720,   688,  0.5646, -0.0012,  20.5, 294.2
  721,   688,  0.5650, -0.0012,  20.5, 294.3
  722,   689,  0.5654, -0.0012,  20.5, 294.5
  723,   689,  0.5659, -0.0012,  20.5, 294.8
  724,   689,  0.5665, -0.0012,  20.5, 295.1
  725,   690,  0.5672, -0.0012,  20.5, 295.4
  726,   690,  0.5681, -0.0014,  20.5, 295.8
  727,   690,  0.5712, -0.0012,  20.5, 297.3
  728,   691,  0.5626, -0.0012,  20.5, 293.2
  729,   691,  0.5677, -0.0014,  20.5, 295.6
  730,   691,  0.5637, -0.0012,  20.5, 293.7
  731,   692,  0.5553, -0.0012,  20.5, 289.7
  732,   692,  0.5544, -0.0014,  20.5, 289.2
  733,   692,  0.5538, -0.0012,  20.5, 289.0
  734,   693,  0.5534, -0.0014,  20.5, 288.8
  735,   693,  0.5532, -0.0016,  20.5, 288.7
  736,   693,  0.5551, -0.0014,  20.5, 289.6
  737,   694,  0.5561, -0.0014,  20.5, 290.1
  738,   694,  0.5564, -0.0012,  20.5, 290.2
  739,   694,  0.5556, -0.0009,  20.5, 289.8
  740,   695,  0.5540, -0.0009,  20.5, 289.1
  741,   695,  0.5526, -0.0012,  20.5, 288.4
  742,   695,  0.5467, -0.0012,  20.5, 285.6
  743,   696,  0.5002, -0.0014,  20.5, 263.1
  744,   696,  0.4610, -0.0016,  20.5, 244.0
  745,   696,  0.4314, -0.0014,  20.5, 229.4
  746,   697,  0.4023, -0.0014,  20.5, 215.1
  747,   697,  0.3763, -0.0012,  20.5, 202.3
  748,   697,  0.3543, -0.0009,  20.5, 191.4
  749,   698,  0.3344, -0.0012,  20.5, 181.7
  750,   698,  0.3172, -0.0014,  20.5, 173.2
  751,   698,  0.3049, -0.0014,  20.5, 167.2
  752,   699,  0.2884, -0.0014,  20.5, 159.2
  753,   699,  0.2732, -0.0014,  20.5, 151.8
  754,   699,  0.2600, -0.0012,  20.5, 145.4
  755,   700,  0.2478, -0.0012,  20.5, 139.5
  756,   700,  0.2363, -0.0012,  20.5, 134.0
  757,   700,  0.2256, -0.0009,  20.5, 128.9
  758,   701,  0.2157, -0.0009,  20.5, 124.2
  759,   701,  0.2062, -0.0009,  20.5, 119.6
  760,   701,  0.1976, -0.0012,  20.5, 115.6
  761,   702,  0.1895, -0.0012,  20.5, 111.7
  762,   702,  0.1813, -0.0012,  20.5, 107.8
  763,   702,  0.1741, -0.0012,  20.5, 104.4
  764,   703,  0.1665, -0.0009,  20.5, 100.8
  765,   703,  0.1595, -0.0012,  20.5,  97.5
  766,   703,  0.1530, -0.0012,  20.5,  94.4
  767,   704,  0.1477, -0.0012,  20.5,  91.9
  768,   704,  0.1417, -0.0014,  20.5,  89.0
  769,   704,  0.1366, -0.0014,  20.5,  86.6
  770,   705,  0.1315, -0.0016,  20.5,  84.2
  771,   705,  0.1264, -0.0016,  20.5,  81.7
  772,   705,  0.1215, -0.0014,  20.5,  79.4
  773,   706,  0.1169, -0.0012,  20.5,  77.3
  774,   706,  0.1124, -0.0009,  20.5,  75.1
  775,   706,  0.1083, -0.0009,  20.5,  73.1
  776,   707,  0.1044, -0.0009,  20.5,  71.3
  777,   707,  0.1006, -0.0009,  20.5,  69.5
  778,   707,  0.0970, -0.0009,  20.5,  67.8
  779,   708,  0.0936, -0.0009,  20.5,  66.1
  780,   708,  0.0904, -0.0009,  20.5,  64.6
  781,   708,  0.0873, -0.0009,  20.5,  63.1
  782,   709,  0.0844, -0.0012,  20.5,  61.7
  783,   709,  0.0815, -0.0012,  20.5,  60.3
  784,   709,  0.0788, -0.0012,  20.5,  59.0
  785,   710,  0.0763, -0.0012,  20.5,  57.8
  786,   710,  0.0737, -0.0009,  20.5,  56.6
  787,   710,  0.0713, -0.0009,  20.5,  55.4
  788,   711,  0.0688, -0.0012,  20.5,  54.2
  789,   711,  0.0665, -0.0012,  20.5,  53.1
  790,   711,  0.0645, -0.0012,  20.5,  52.1
  791,   712,  0.0640, -0.0012,  20.4,  51.8
  792,   712,  0.2049, -0.0009,  20.4, 118.9
  793,   712,  0.3778, -0.0009,  20.4, 202.9
  794,   713,  0.4236, -0.0009,  20.5, 225.6
  795,   713,  0.4517, -0.0009,  20.5, 239.4
  796,   713,  0.4621, -0.0009,  20.5, 244.5
  797,   714,  0.4725, -0.0009,  20.5, 249.6
  798,   714,  0.4801, -0.0012,  20.5, 253.3
  799,   714,  0.4839, -0.0014,  20.5, 255.2
  800,   715,  0.4862, -0.0014,  20.5, 256.3
  801,   715,  0.4879, -0.0016,  20.5, 257.1
  802,   715,  0.4892, -0.0014,  20.5, 257.8
  803,   716,  0.4907, -0.0014,  20.4, 258.4
  804,   716,  0.4920, -0.0014,  20.4, 259.0
  805,   716,  0.4933, -0.0012,  20.4, 259.6
  806,   717,  0.4946, -0.0012,  20.5, 260.4
  807,   717,  0.4961, -0.0009,  20.5, 261.1
  808,   717,  0.4973, -0.0009,  20.5, 261.7
  809,   718,  0.4985, -0.0012,  20.4, 262.2
  810,   718,  0.5065, -0.0014,  20.4, 266.0
  811,   718,  0.5227, -0.0016,  20.4, 273.9
  812,   719,  0.5235, -0.0016,  20.4, 274.3
  813,   719,  0.5240, -0.0014,  20.4, 274.5
  814,   719,  0.5235, -0.0012,  20.4, 274.3
  815,   720,  0.5213, -0.0009,  20.5, 273.3
  816,   720,  0.5172, -0.0009,  20.5, 271.3
  817,   720,  0.5216, -0.0009,  20.5, 273.4
  818,   721,  0.5234, -0.0009,  20.5, 274.4
  819,   721,  0.5235, -0.0009,  20.5, 274.4
  820,   721,  0.5238, -0.0009,  20.5, 274.5
  821,   722,  0.5244, -0.0009,  20.5, 274.8
  822,   722,  0.5249, -0.0009,  20.5, 275.1
  823,   722,  0.5255, -0.0009,  20.5, 275.4
  824,   723,  0.5260, -0.0012,  20.5, 275.6
  825,   723,  0.5259, -0.0012,  20.5, 275.5
  826,   723,  0.5256, -0.0012,  20.5, 275.4
  827,   724,  0.5252, -0.0012,  20.4, 275.1
  828,   724,  0.5247, -0.0009,  20.4, 274.9
  829,   724,  0.5242, -0.0009,  20.4, 274.6
  830,   725,  0.5235, -0.0009,  20.5, 274.4
  831,   725,  0.5229, -0.0009,  20.5, 274.1
  832,   725,  0.5237, -0.0009,  20.5, 274.5
  833,   726,  0.5238, -0.0012,  20.5, 274.5
  834,   726,  0.5234, -0.0012,  20.5, 274.4
  835,   726,  0.5225, -0.0012,  20.5, 273.9
  836,   727,  0.5217, -0.0012,  20.4, 273.4
  837,   727,  0.5204, -0.0012,  20.4, 272.8
  838,   727,  0.5195, -0.0012,  20.4, 272.3
  839,   728,  0.5185, -0.0012,  20.4, 271.8
  840,   728,  0.5175, -0.0012,  20.4, 271.4
  841,   728,  0.5159, -0.0009,  20.4, 270.6
  842,   729,  0.5156, -0.0009,  20.5, 270.6
  843,   729,  0.5154, -0.0009,  20.5, 270.5
  844,   729,  0.5155, -0.0009,  20.5, 270.5
  845,   730,  0.5157, -0.0012,  20.4, 270.5
  846,   730,  0.5161, -0.0012,  20.4, 270.7
  847,   730,  0.5163, -0.0012,  20.4, 270.8
  848,   731,  0.5166, -0.0012,  20.4, 270.9
  849,   731,  0.5180, -0.0009,  20.4, 271.6
  850,   731,  0.5224, -0.0009,  20.4, 273.7
  851,   732,  0.5039, -0.0012,  20.4, 264.8
  852,   732,  0.5188, -0.0012,  20.4, 272.0
  853,   732,  0.5260, -0.0012,  20.4, 275.5
  854,   733,  0.5294, -0.0012,  20.4, 277.1
  855,   733,  0.5310, -0.0009,  20.4, 277.9
  856,   733,  0.5319, -0.0009,  20.4, 278.3
  857,   734,  0.5323, -0.0009,  20.4, 278.5
  858,   734,  0.5325, -0.0009,  20.4, 278.6
  859,   734,  0.5322, -0.0009,  20.4, 278.5
  860,   735,  0.5320, -0.0012,  20.5, 278.5
  861,   735,  0.5218, -0.0012,  20.5, 273.5
  862,   735,  0.4836, -0.0012,  20.5, 255.0
  863,   736,  0.4849, -0.0012,  20.4, 255.5
  864,   736,  0.5001, -0.0009,  20.4, 263.0
  865,   736,  0.4975, -0.0009,  20.4, 261.7
  866,   737,  0.4958, -0.0009,  20.4, 260.8
  867,   737,  0.4924, -0.0009,  20.4, 259.2
  868,   737,  0.4883, -0.0012,  20.4, 257.2
  869,   738,  0.5086, -0.0012,  20.5, 267.2
  870,   738,  0.5047, -0.0012,  20.5, 265.3
  871,   738,  0.4976, -0.0012,  20.5, 261.8
  872,   739,  0.4934, -0.0009,  20.5, 259.8
  873,   739,  0.4907, -0.0009,  20.5, 258.5
  874,   739,  0.4921, -0.0009,  20.5, 259.2
  875,   740,  0.4940, -0.0009,  20.5, 260.1
  876,   740,  0.4806, -0.0009,  20.5, 253.6
  877,   740,  0.4464, -0.0009,  20.5, 236.8
  878,   741,  0.4157, -0.0009,  20.4, 221.6
  879,   741,  0.3880, -0.0009,  20.4, 208.0
  880,   741,  0.3647, -0.0009,  20.4, 196.5
  881,   742,  0.3436, -0.0009,  20.4, 186.1
  882,   742,  0.3239, -0.0009,  20.4, 176.4
  883,   742,  0.3066, -0.0009,  20.4, 167.9
  884,   743,  0.2906, -0.0009,  20.4, 160.1
  885,   743,  0.2755, -0.0009,  20.4, 152.8
  886,   743,  0.2618, -0.0009,  20.4, 146.2
  887,   744,  0.2487, -0.0009,  20.5, 140.0
  888,   744,  0.2360, -0.0009,  20.5, 133.9
  889,   744,  0.2246, -0.0009,  20.5, 128.4
  890,   745,  0.2140, -0.0009,  20.5, 123.4
  891,   745,  0.2032, -0.0009,  20.5, 118.2
  892,   745,  0.1927, -0.0009,  20.5, 113.2
  893,   746,  0.1838, -0.0009,  20.4, 108.9
  894,   746,  0.1755, -0.0009,  20.4, 105.0
  895,   746,  0.1680, -0.0009,  20.4, 101.4
  896,   747,  0.1612, -0.0009,  20.4,  98.2
  897,   747,  0.1547, -0.0009,  20.4,  95.1
  898,   747,  0.1489, -0.0009,  20.4,  92.4
  899,   748,  0.1436, -0.0009,  20.4,  89.8
  900,   748,  0.1384, -0.0009,  20.4,  87.4
  901,   748,  0.1337, -0.0009,  20.4,  85.1
  902,   749,  0.1293, -0.0009,  20.4,  83.0
  903,   749,  0.1250, -0.0009,  20.4,  81.0
  904,   749,  0.1210, -0.0009,  20.4,  79.1
  905,   750,  0.1170, -0.0009,  20.4,  77.2
  906,   750,  0.1137, -0.0009,  20.4,  75.6
  907,   750,  0.1103, -0.0009,  20.4,  74.0
  908,   751,  0.1067, -0.0009,  20.4,  72.3
  909,   751,  0.1036, -0.0009,  20.4,  70.8
  910,   751,  0.1007, -0.0009,  20.4,  69.4
  911,   752,  0.0979, -0.0009,  20.4,  68.1
  912,   752,  0.0951, -0.0009,  20.4,  66.8
  913,   752,  0.0925, -0.0009,  20.4,  65.5
  914,   753,  0.0902, -0.0009,  20.4,  64.4
  915,   753,  0.0878, -0.0009,  20.4,  63.2
  916,   753,  0.0855, -0.0009,  20.4,  62.1
  917,   754,  0.0831, -0.0009,  20.4,  61.0
  918,   754,  0.0808, -0.0009,  20.4,  59.9
  919,   754,  0.0785, -0.0009,  20.4,  58.8
  920,   755,  0.0764, -0.0012,  20.3,  57.6
  921,   755,  0.0743, -0.0012,  20.3,  56.6
  922,   755,  0.0724, -0.0012,  20.3,  55.7
  923,   756,  0.0705, -0.0012,  20.4,  54.9
  924,   756,  0.0688, -0.0009,  20.4,  54.1
  925,   756,  0.0673, -0.0012,  20.4,  53.4
  926,   757,  0.0656, -0.0012,  20.4,  52.6
  927,   757,  0.0640, -0.0012,  20.4,  51.8
  928,   757,  0.0623, -0.0012,  20.4,  51.0
  929,   758,  0.0606, -0.0009,  20.3,  50.1
  930,   758,  0.0590, -0.0009,  20.3,  49.3
  931,   758,  0.0576, -0.0009,  20.3,  48.6
  932,   759,  0.0562, -0.0009,  20.4,  48.0
  933,   759,  0.0549, -0.0009,  20.4,  47.4
  934,   759,  0.0541, -0.0009,  20.4,  47.0
  935,   760,  0.0529, -0.0009,  20.4,  46.4
  936,   760,  0.0520, -0.0009,  20.4,  46.0
  937,   760,  0.0510, -0.0009,  20.4,  45.5
  938,   761,  0.0499, -0.0009,  20.4,  45.0
  939,   761,  0.0486, -0.0009,  20.4,  44.3
  940,   761,  0.0471, -0.0009,  20.4,  43.6
  941,   762,  0.0459, -0.0009,  20.4,  43.0
  942,   762,  0.0448, -0.0009,  20.4,  42.5
  943,   762,  0.0440, -0.0009,  20.4,  42.1
  944,   763,  0.0430, -0.0012,  20.4,  41.6
  945,   763,  0.0418, -0.0012,  20.4,  41.0
  946,   763,  0.0407, -0.0012,  20.4,  40.5
  947,   764,  0.0397, -0.0012,  20.4,  40.0
  948,   764,  0.0388, -0.0009,  20.4,  39.5
  949,   764,  0.0381, -0.0009,  20.4,  39.2
  950,   765,  0.0374, -0.0009,  20.4,  38.9
  951,   765,  0.0367, -0.0012,  20.4,  38.5
  952,   765,  0.0361, -0.0012,  20.4,  38.2
