X,CH1,CH2,
Second,Volt,Volt,
1.16002e-01,7.99e-02,0.00e+00,
1.16402e-01,0.00e+00,7.99e-02,
1.16802e-01,7.99e-02,0.00e+00,
1.17202e-01,0.00e+00,0.00e+00,
1.17602e-01,0.00e+00,0.00e+00,
1.18002e-01,0.00e+00,0.00e+00,
1.18402e-01,0.00e+00,0.00e+00,
1.18802e-01,7.99e-02,7.99e-02,
1.19202e-01,0.00e+00,0.00e+00,
1.19602e-01,7.99e-02,0.00e+00,
